kupio,kúpiti
Newcastle,Newca
305,305
funti,fẉnta
promjena,prȍmjena
vlasništva,vlȃsnīštvo
započela,zapòčēti
West,
Hamu,hȃm
Klub,klẉb
danas,
potvrdio,potvŕditi
udjela,údio
vlasništvu,vlȃsnīštvo
prodano,pròdati
češkom,Čȅškā
milijarderu,milijàrdēr
Danielu,Dan
Kretinskom,Kreti
ugovor o,ugovo
prodaji,prȍdaja
uvrštena,uvŕstiti
opcija,òpcija
otkupa,òtkup
čitavoga,
kontrolnog,
paketa,pàkēt
bliskoj,
budućnosti,budúćnōst
Kretinsky,Kreti
dioničar,diòničār
britanske,
pošte,pȍšta
lanaca,lánac
Supermarketa,supermàrket
Sainsybury's,Sainsybu
imenovan,ȉmenovati
članom,člȃn
izvršnog,
odbora,òdbor
sjede,hȏd
dugogodišnji,
šefovi,šȅf1
David,
Sullivan,
Gold,Go
Hamovi,hȃm
zagovaraju,zagovárati
njihov,
odlazak,òdlazak
optužujući,optužívati
dugogodišnje,
promašene,pròmašiti
poslovne,
poteze,
trošenje,troše
golemog,gol
novca,nòvac
igrače,
kojih,
koristi,kȍrīst
zajedno,
imali,némati
86,86
ta,
brojka,brȏjka
drastično,
smanjiti,smánjiti
neko,
Kretinskog,Kreti
već,
dugo,
povezuje,povezívati
klubom,klẉb
Čeh,Čȅškā
jučer,
njegove,njègov
sugestije,sugèstija
dovedeno,dòvesti1
čeških,
Vladimir,
Coufal,Cou
Tomas,
Souček,Sou
Alex,Al
Kral,krȃlj
moglo,mȍći (I)
Hama,hàma
niza,Níza
velikih,
suvlasnik,sùvlāsnīk
praške,prȃsak
Sparte,Spȃrta
povezivalo,povezívati
investiranjem,investir
europske,
klubove,klẉb
EUROPSKA,
komisija,komìsija
srijedu,srijéda
odobrila,odòbriti
ugovor,ȕgovōr
farmaceutskom,
tvrtkom,tvȑtka
Valneva,Val
nabavi,nàbaviti
skoro,
doza,dóza
cjepiva,cjȅpīvo
osma,
tvrtka,tvȑtka
kojom,
Komisija,komìsija
sklopila,sklòpiti
Ranije,
potpisani,
ugovori,ȕgovōr
AstraZeneca,AstraZen
Sanofi-GSK,Sanof
Janssen,Jan
Pharmaceutica,Pharmace
NV,NV
BioNTech-Pfizer,BioNTech
CureVac,Cur
Moderna,mȍdērna
Novavax,Nov
Ugovor,ȕgovōr
Valnevom,Valne
omogućuje,omogućívati
državama,dẕžava
članicama,člànica
godini,gȍdina
otkupe,otkúpiti
Prema,
ugovoru,ȕgovōr
cjepivo,cjȅpīvo
prilagoditi,prilagòditi
novim,
varijantama,varìjanta
sojeva,sȍj
države,dẕžava
članice,člànica
2023,20
naručiti,narúčiti
33,33
dodatnih,
"""Ugovorom","""Ugov"
prilagodba,prȉlagodba
Naš,
široki,
portfelj,pòrtfelj
borbi,bòrba
covid-19,covid
njezinih,
varijanti,varìjanta
nje,
Pandemija,pandèmija
svladana,savládati
Svatko,
neka,
"cijepi""",cij
izjavila,izjáviti
predsjednica,prédsjednica
Komisije,komìsija
Ursula,Vẕsār
von,
der,
Leyen,Le
Kakvo,
"""Nakon","""Na"
Europska,
agencija,agèncija
lijekove,lijȇk
proglasi,prȍglās
sigurnim,
učinkovitim,
poduzeća,poduzéće
opsežnog,
portfelju,pòrtfelj
"cjepiva""",cjepi
rekla,rékla
povjerenica,povjerènica
zdravstvo,zdràvstvo
Stella,
Kyriakides,Kyria
europsko,
biotehnološko,biotehno
poduzeće,poduzéće
razvija,razvìjati
inaktiviranim,inaktivi
virusom,vírus
dobiva,dobívati
kemijskom,
inaktivacijom,inaktivácija
živog,žȋr1
Riječ,rijȇč
tradicionalnoj,
tehnologiji,tehnològija
izrade,izráditi
upotrebljava,upotrebljávati
60-70,60
temelji,tèmelj
primjeni,prȉmjena
ustaljenih,
metoda,metóda
vrlo,
sigurna,
Ona,
primjenjuje,primjenjívati
izradi,izráditi
većine,većìna
gripe,grȉpa1
mnogih,
djecu,dijéte
trenutačno,
jedino,
fazi,
kliničkih,
ispitivanja,ispitívānje
potporu,pȍtpora
država,dẕžava
članica,člànica
EU,
odlučila,odlúčiti
poduprijeti,podùprijēti
temelju,tèmelj
kvalitetne,
znanstvene,
procjene,prȍcjena
primijenjene,primijéniti
tehnologije,tehnològija
iskustva,iskústvo
tog,
proizvodnog,
kapaciteta,kapacìtēt
opskrbu,ȍpskrba
SPLITSKA,
policija,polìcija
uhitila,ùhititi
muškarca,muškárac
teških,
krađi,krȁđa
Nad,
provedeno,pròvesti1
kriminalističko,
istraživanje,istražívānje
"""Policijski","""Policij"
službenici,slȕžbenīk
Prve,
policijske,
postaje,pȍstaja
Split,Splȉt
dovršili,dovŕšiti
40-godišnjakom,40-godiš
sumnje,súmnja
počinjenje,počin
kaznena,
djela,djȅlo
Teška,
krađa ,krȁđa
kaznenog,
Neovlaštena,
proizvodnja,proizvòdnja
promet,prómet
"drogama""",droga
Naime,
kriminalističkog,
istraživanja,istražívānje
potvrđena,potvŕditi
sumnja,súmnja
40-godišnjak,40-godiš
travnju,trȃvanj
izvršio,izvŕšiti
provalu,prȍvala
prodajni,
pult,pȕlt
nalazi,nàlaziti
trgovačkog,
centra,cȅntar
Splitu,Splȉt
odakle,
otuđio,otúđiti
veći,
mobitela,mòbitel
pri,
čemu,
pričinio,pričìniti se
materijalnu,
štetu,štȅta
200,200
kuna,kúna
Također,
svibnju,svȋbanj
prostorije,prostòrija
društva,drúštvo
novac,nòvac
građevinski,
alat,àlāt
100,100
Nadalje,
utvrđena,utvŕditi
listopad,lȉstopād
provale,prȍvala
području,pòdrūčje
Splita,Splȉt
prijenosno,
računalo,račùnalo
50,50
Pretraženo,pretrážiti
stan,stȃn
Tijekom,
istraživana,istražívati
temeljem,temel
naloga,nálog
suda,
izvršena,izvŕšiti
pretraga,prȅtraga
vozila,vȏz
stana,stȁti
prilikom,
pronađena,prònāći
otuđenih,
alata,àlāt
621,621
gram,grȁm
droge,dróga
heroina,heroína
4800,48
grama,grȁm
smjese,smjȅsa
povećanje,povećánje
mase,màsa1
pištolj,pìštōlj
pripadajućim,
streljivom,strȅljīvo
Zbog,
gore,
navedenih,naved
kaznenih,
kaznenu,
prijavu,prȉjava
9,9
studenog,
2021,20
predan,prèdati
pritvorskom,pritvors
nadzorniku,nádzōrnīk
istoga,
podnesen,pòdnijēti
optužni,opt
prijedlog,prijédlog2
prekršaja,prȅkršāj
domene,doména
Zakona,zákon
posjedovanju,posjedov
oružja,òrūžje
građana,grȁđanin
LA,la
GAZETTA,GAZ
DELLO,DE
SPORT,spȍrt
tekst,tȅkst
naslovom,náslov
"""Kako","""K"
Ronaldo,Ron
istom,
ljetu,ljȅto
uništio,ùništiti
potezom,pȍtēz
izazvala,izàzvati
burne,
reakcije,reàkcija
navijača,navìjāč
čitatelja,čìtatelj
Koliko,
izgubio,izgùbiti
odlaskom,òdlazak
Ronalda,Ron
odavno,
opjevano,òpjevati
mnogi,
reći,rȅći
su trenutna,su trenu
stanje,stánje
prvenstvenoj,
ljestvici,ljȅstvica
dokaz,dȍkāz
postavljene,pòstaviti
teze,
Unitedom,Unite
priča,prȋča
drugačija,
pisali,pìšati
Indexu,Ind
Portugalca,Portugálac
obrani,òbrati
malo,
trči,tȑka
defenzivi,defenzíva
maksimalno,
odmara,odmárati se
snage,snága
igru,ìgra
napadu,nápad
no,
igračem,
stvara,stvárati
domino-efekt,domino-e
ostatak,ostátak
Protivničke,
ekipe,ekípa
znaju,znȁti
United,Uni
Ronaldom,Ronal
efikasan,
presing,prèsing
stoga,
grade,gráditi
napade,nàpāsti
posljednje,
linije,línija
uzimaju,ùzimati
Manchesteru,Manchest
velik,
dio,dȉo
posjeda,pòsjedati
lopte,lȍpta
odluči,odlúčiti
izaći,ìzāći
krilima,krílo
pridružiti,pridrúžiti
vezni,
time,
izgubi,izgùbiti
brojčanu,
prednost,prȅdnōst
sredini,sredìna
kvalitetom,kvalitéta
najlimitiraniji,najlimit
Solskjaerove,Solskjae
Time,
cijela,
struktura,struktúra
obrane,òbrati
uruši,ùrušiti
ostavi,òstaviti
obrambenu,
liniju,línija
nepovoljnim,
situacijama,situácija
brojnih,
primjera,prímjer
stvaraju,stvárati
igri,ìgra
Uniteda,Uni
upravo,
Solskjaer,Solsk
pronašao,prònāći
dodatak,dodátak
obrnuto,
Gazzetta,Gazze
probudila,probúditi
navijače,navìjāč
oglasili,oglásiti
komentarima,komèntār
portalu,pòrtāl
njihovom,
klubu,klẉb
nipošto,
izgledno,
sličan,
dospije,dòspjeti
engleske,Ènglēskā
medije,mȇdīj
Oni,
slažu,slágati
napisanim,napis
barem,
toj,
virtualnoj,
areni,
manjini,manjìna
"""Trenutno","""Tren"
imamo,némati
pucaju,pȕcati2
šavovima,šȁv
Obje,
problemu,pròblēm
uzrok,ùzrok
isto,
Cristiano,Crist
ostao,òstati
zato,
"momčadi""",momča
između,
ostalog,
svom,
tekstu,tȅkst
dodaje,dodávati
"""Jedni","""Je"
muku,mȕka
muče,mẉk
popune,pòpuniti
prazninu,praznìna
ostala,òstati
pokušavaju,pokušávati
shvatiti,shvȁtiti
koriste,kòrist
uništava,uništávati
Negdje,
stalno,
znatno,
stvarno,
HRVATSKI,
rukometaši,rukomètāš
pobijedili,pobijéditi
Sloveniju,Slòvēnija
prijateljskoj,
odigranoj,odigr
Novigradu,Nȍvigrād
Strijelce,strijélac
hrvatske,Hẕvātskā
predvodio,predvòditi
Ivan,
Martinović,
pogodaka,pògodak
jedan manje,jedan ma
Halil,
Jaganjac,jȁganjac
pogodio,pogòditi
Domagoj,
Duvnjak,Dúvno
Kod,kȏd
gostiju,gȏst
najefikasniji,
Jure,
Dolenec,dȏl
šest,šȅst
postigli,pòstići
Domen,Do
Makuc,Ma
Blaž,
Blagotinšek,Blagotin
Ogled,ȍglēd
odigran,òdigrati
jednotjednih,
priprema,prȉprema
rukometaše,rukomètāš
započeo,zapòčēti
projekt,pròjekt
EURO,èuro
igrati ,ȉgrati
13,13
siječnja,sijȇčanj
sljedeće,
domaćini,domàćin
Mađarska,Mȁđarskā
Slovačka,Slòvāčkā
Horvat,Hẕvātskā
Imamo,némati
analizirati,analizírati
"""Jedan","""Je"
zadataka,zadátak
pokazati,pokázati
htijenje,htȉjēnje
borbenost,bȍrbenōst
Željeli,žèljeti
ruhu,rȕho
napadačkom,
dijelu,dȉo
uspjeli,
obrambenom,
Ne,nijékati
zamjeriti,zámjeriti
igračima,
borili,bòriti se
"se""","se"""
prokomentirao,prokomentírati
izbornik,ìzbōrnīk
Hrvoje,Hẕvātskā
"""Rezultat","""Rezu"
govori,gȍvōr
razumije,razùmjeti
rezultata,rezùltāt
34,34
31,31
mislim,mȉsliti
poslali,pòslati
dobru,
gledatelji,glèdatelj
uživati,užívati
našoj,
Znali,znȁti
Slovenci,Slovénac
razgolititi,razgolítiti
mane,
sljedećeg,
okupljanja,okupl
obrana,ȍbrana
granitna,
prava,právo
gusta,gȕšt
tvrd,
orah,òrah
svima,sȁv
Najbitnije,Najbi
zdravi,
Utakmicu,ùtakmica
analizirao,analizírati
"""Lijepa","""Li"
trke,tȑka
poluvremenu,poluvrijéme
primili,prímiti
golova,gȏl2
našu,nàsūti
obranu,ȍbrana
Drugo,
poluvrijeme,poluvrijéme
bolje,
prijateljske,
najbitnije,najbi
odigrali,òdigrati
dobro,
dobra,
provjera,prȍvjera
nas,
čeka,čéka
HRT,hȑt
reagirao,reagírati
ponašanje,ponaš
svojih,
voditelja,vòditelj
emisiji,emìsija
Dobro,
jutro,jȕtro
Hrvatska,Hẕvātskā
umirali,ùmirati
smijeha,smijȇh
izjavu,ȉzjava
Zvonimira,
Šostara,Šos
kombinacija,kombinácija
covida,cov
sigurno,
vodi,vòda
Mirogoja,Mirog
izjave savjetnika,izjave s
ravnateljice,ravnatèljica
Nastavnog,
zavoda,závod
"""Dr","""Dr"
Andrija,
"Štampar""",Štamp
kadar,kádar1
pokazao,pokázati
studio,stẉdio
emisije,emìsija
voditelje,vòditelj
se nisu,se 
uspijevali,uspijévati
suzdržati,suzdẕžati
"""Malo","""M"
crnog,cr
humora,hùmor1
Nastavni,
zavod,závod
putu,pȕt
hahahaha,hahah
"šala""",ša
HRT-ov,HRT
voditelj,vòditelj
Ognjen,òganj
Golubić,gȍlūb
smijeh,smijȇh
kolegica,kolègica
Maja,mȃjka
Ciglenečki,cígla
umirala,ùmirati
>> Šostar,>> Šo
Covid,Co
gripa,grȉpa1
vode,vòda
HRT-ovi,HRT
voditelji,vòditelj
Hahahahahaha,Hahahaha
 Neumjesno, Neum
neprimjereno,
ispričavamo,ispričávati
reakciju,reàkcija
okarakterizirao,okarakterizírati
neumjesnom,
neprimjerenom,
"""Hrvatska","""Hrva"
televizija,televízija
ispričava,ispričávati
gledateljima,glèdatelj
zbog neumjesnog,zbog neu
komentara,komèntār
neprimjerene,
Ognjena,
Golubića,golùbica
Maje,
studiju,stẉdīj
jutrošnje,
'Dobro,'Do
Hrvatska' nakon,Hrvatska
uključenja uživo Zvonimira,uključen
rečenice,rečènica
'Covid,'Co
kombinaciji,kombinácija
gripom,grȉpa1
Mirogoja',Mirog
Reakcija,reàkcija
obzirom,ȍbzīr
ozbiljnost,ozbíljnōst
situacije,situácija
"covid-pandemijom""",covid-pa
poručili,porúčiti
HRT-a,HR
Javio,jáviti
"""I","""I"
svjesni,
ozbiljnosti,ozbíljnōst
pitanju,pítānje
korone,koróna
Vjerujte,vjȅrovati
zadnje,
osobe,ȍsoba
smijale,smìjati se
bolesnim,
naporima,nápor
svakodnevno,
ulažu,ùlaz
naši,nàsi
Evo,
novinarskom,
zadatku,zadátak
kraj,krȃj
zagrebačke,
Zarazne,
pomislio,pòmisliti
zbiva,zbívati se
nažalost,
"dobro""",dob
Jutarnji,
ni,
zna,znȁti
zašto,
dogodio,dogòditi se
"""Pretpostavljam","""Pretpos"
nasmijao,nasmìjati
iskoristivši,iskorìstiti
neku,
vrstu,vŕsta1
loših,
vijesti,vijȇst
svakoga,
bombardirani,bombardírati
No,
opravdanje,opravdánje
Jedino,
učiniti,učìniti
jest,
iskreno,
ispričam,ispríčati
našim,
"gledateljima""",gledatel
kartama,kàrtōn
stranice,strànica
Our,Our
World,Wo
Data,
tjedana,tjȅdan
samom,
vrhu,vȑh  (I)
broju,brȏj
novozaraženih,novozara
umrlih,
glavi,gláva
stanovnika,stanòvnīk
gleda,glȅdati
milijun,
(interaktivna,(interak
karta,kàrtōn
dolje),dol
(1084,(1
milijun),milij
Slovenija,Slòvēnija
(1383),(13
drugom,
Estonija,Èstōnija
(1199),(11
Svjetska,
zdravstvena,
organizacija,organizácija
(WHO),(W
prošli,
epicentar,èpicentar
velika,rijéka
razlika,rázlika
istočne,
zapadne,zàpasti
osobito,
zemalja,zèmlja
visokom,
procijepljenošću,pròcijēpljenōst
niskom,
Visokoprocijepljene,Visokopr
(karta,(ka
bilježe,bìljeg
brojeve,brȏj
Španjolska,Špànjōlskā
(44),(4
Italija,Ìtālija
(85),(8
Portugal,Pȍrtugal
(97),(9
Francuska,Fràncūskā
(107),(1
najlošija,
uspoređuje,uspoređívati
balkanskim,
 Bugarska, Buga
(627),(6
Srbija,Sẕbija
(832),(8
BiH,bȉti1
(203),(2
budući,
velikoj,
mjeri,mjȅra
kapacitetima,kapacìtēt
testiranja,testi
pokazuju,pokazívati
udjeli,údio
pozitivnih,
testiranima,testiran
težinu,težìna
vjerodostojnije,
prikazuju,prikazívati
brojevi,brȏj
danima,
Po,Pȃd
kriteriju,krìtērij
(10),(1
Predvode,predvòditi
(22),(2
Bugarska,Bȕgarska
Latvija,Làtvija
(19),(1
Ukrajina,Ùkrajina
(15),(1
Litva (13),Litva
dnevnom,
izjednačila,izjednáčiti
Crnom,
Gorom,gòra
visokoprocijepljenim,visokopr
taj,
manji,
42),42)
Portugal (0,Portugal
65),65)
Ispod,
1 je,1 
većini,većìna
procjepljenijih,procjepl
zapadnoeuropskih,
Ovdje,
umu,ẉm
hospitaliziranih,hospital
kasni,
brojem,brȏj
uglavnom,
relativno,
blagim,
simptomima,sìmptōm
interaktivne,
podaci,podátak
poredak,pòredak
iako,
riječ,rijȇč
prosjeku,prósjek
INFLACIJA,inflácija
Njemačkoj,Njèmačkā
dosegnula,doségnuti
najvišu,
razinu,ràzina
potaknuta,
rastom,rȃst
cijena,cijéna
energije,enèrgija
poredbenom,
osnovicom,òsnovica
2020,20
privremeno,
snižen,sníziti
PDV,PDV
neke,
proizvode,proizvòditi
izvijestio,izvijéstiti
statistički,
ured,úred
Potrošačke,
bile,
listopadu,lȉstopād
4,4
veće,vȅčēr
mjesecu,mjȅsec
četvrtak,četvẕtāk
Destatis,Desta
najviša,
stopa,stòpa
inflacije,inflácija
kolovoza,kȍlovōz
1993,19
iznosila,iznòsiti
rujnu,
godišnjoj,
porasle,pòrāsti
Porast,pȍrāst
Inflaciju,inflácija
mjesecima,
potiče,pòticati
snažan,
rast,hrȃst
prošlogodišnjem,
pokazali,pokázati
službeni,
Cijene,cijéna
lož-ulja,lož-u
dvostruko,
isključe,iskljúčiti
energenti,enèrgent
odnosu,òdnos
prošlogodišnji,
Destatisu,Desta
izdvajaju,izdvájati
poredbenu,
osnovicu,òsnovica
drugoj,
vlada,vláda
snizila,sníziti
PDV-a,PD
poduprla,podùprijēti
potrošnju,potròšnja
pandemijskoj,pandemij
krizi,kríza
SRDELA,sẕdela
Sredozemnom,
moru,mȍra
smanjila,smánjiti
proteklih,prote
okolišu,òkolīš
pokazalo,pokázati
Francuskog,
instituta,instìtūt
(Ifremer),(Ifre
srdela,sẕdela
centimetara,cèntimetar
njezina,
prosječna,
težina,težìna
pala,pȁla1
francuski,
institut,instìtūt
Mediterana,Meditèrān
istraživali,istražívati
znanstvenici,znànstvenīk
iz Ifremera,iz Ifrem
pronašli,prònāći
srdelu,sẕdela
stariju,
Manje,
manjih,
hranjivih,
algi,ȃlga
Poznata,pòznati
plava,plȁviti
riba,rȉba
manja,mànđati
prorijeđenih,prorijeđ
mikroalgi,mikro
glavnog,
izvora,ìzvor
hranjive,
ističu,ìsticati
Testiranja,Testi
450,450
akvarijima,àkvārij
potvrdila su,potvrdil
pretpostavku,prȅtpostāvka
utječe,ùtjecati
veličinu,veličìna
ribe,rȉba
Alge,ȃlga
pak,
promijenile,promijéniti
tumače,tùmāč
francuskom,Fràncūskā
institutu,instìtūt
napominjući,napòminjati
unos hranjivih,unos hra
tvari,tvȃr
rijeke,rijéka
Rhone,
temperatura,temperatúra
porasla,pòrāsti
pola,
stupnja,stẉpanj
klimatskih,
DVIJE,dvȉje
skupine,skȕpina
migranata,migra
navodno,
uspjele,
probiti,pròbiti
ogradu,ȍgrada
granici,grànica
Bjelorusije,Bjelorùsija
Poljske,Pȍljskā
Nekoliko,
desetaka,dèsētka
uspjelo,
srušiti,srȕšiti
blizini,blizìna
sela,sèlo
Krynki,Kry
Bialowieza,Bialo
prijeći,prijȇći
granicu,grànica
javila,jáviti
poljska,Pȍljskā
PAP,pȍp1
pozivajući,poziv
lokalnu,
radiopostaju Bialystok,radiopos
Postaja,pȍstaja
riječi,rijéka
glasnogovornice,glasnogovòrnīk
pograničnih,
oba,
slučaja,slȕčāj
ograde,ográditi
nasilno,
srušene,srȕšiti
Neki,
migranti,mìgrant
odvedeni,òdvesti1
Bjelorusiju,Bjelorùsija
pobjeći,pòbjeći
Video,vȋdeo
snimke,snȉmak
gomile,gòmila
bjeloruske,
strane,strána
granice,grànica
Poljskom,Pȍljskā
podignuta,pòdignuti
bodljikava,
žica,žȉca
stranu,strána
koristeći,kòristiti
alatom,àlāt
rezanje,rez
žice,žíće
deblima,déblo
drveća,
zajedničkom,
silom,
poljski,pȍlje
čuvari,čùvār
čini,
suzavac,sȕzavac
omeli,òmēsti
pokušajima,pȍkušāj
  ,  
Mnogi,
žena,žèna
djece,dijéte
pristiglih,prist
Srednjeg,
istoka,ìstok
Azije,Ȃzija
Smješteni,smjȅstiti
šatorima,šȁtor
stisnuti,stȉsnuti
poljskih,
čuvara,čùvār
jedne,
bjeloruskih,
Temperature tijekom,Temperat
noći,nȏć
spuštaju,spúštati
hladnoći,hladnòća
Poljska,Pȍljskā
primiti,prímiti
migrante,mìgrant
vojska,vójska
odbija,odbíjati
svoj,
teritorij,terìtōrīj
pa je,pa
poslala,pòslati
pripadnika,prìpadnīk
podigla,pòdići
bodljikavu,
žicu,žȉca
nastojanju,nasto
spriječi,sprijéčiti
kakav,
pokušaj,pȍkušāj
probiju,pròbiti
Bjeloruski,
čelnik,čȇlnīk
Aleksandar,
Lukašenko,Lukaš
zatražio,zatrážiti
migrantima,mìgrant
omogućeno,omogúćiti
uđu,ẉći
Poljsku,Pȍljskā
intervjuu,intèrvjū
produžiti,prodúžiti
unija,ẉnija
optužila,optúžiti
Minsk,Mȉnsk
pomaže,pòmazati
doći,dȏći
vanjskih,
Unije,
Poljskoj,Pȍljskā
Litvi,Lȉtva
Latviji,Làtvija
znak,znȃk
osvete,ȍsveta
sankcije,sànkcija
uvedene,ùvesti2
Bjelorusiji,Bjelorùsija
političke,
represije,reprèsija
vlastitom,
oporbom,òporba
koga,
zovu,zóva
"""posljednjim","""posljed"
"diktatorom""",diktator
zanijekao,zanijékati
namjerno,
dovodi,dòvod
Sirije,Sȋrija
Afganistana,Afganìstān
Libije,Lȋbija
Iraka,Ìrāk
potom,
popušta,pòpust
Europskom,
unijom,ẉnija
planira,planírati
uvođenje,uvođe
novih,
sankcija,sànkcija
posebice,
odnosile,odnòsiti
državnog,
zračnog,
prijevoznika,prijévoznīk
Belaviju,Belav
navodnog,
transporta,trànsport
Njemačka,Njèmačkā
traži,trážiti
njemački,
ministar,mìnistar
poslova,pòsao
Heiko,He
Maas,Ma
optuživši,optúžiti
bjeloruskog,
predsjednika,prédsjednīk
Aleksandra,
Lukašenka,Lukaš
"""beskrupulozno""","""beskrup"
šaljući,slȁti
"""Sankcionirat","""Sankcio"
sudjeluju,sùdjelovati
ciljanom,
krijumčarenju,krijumčárenje
"migranata""",migra
dodajući,dodávati
"""proširenju","""prošire"
jačanju,jač
(,(
Lukašenkovog,Lukašenk
"režima""",rež
"""Lukašenko","""Luka"
njegovi,njègov
računi,ràčūn
"funkcioniraju""",funkcion
Tisuće,tìsuća
blokirano,blokírati
bjelorusko-poljskoj,bjelorus
Varšava,
optužuje,optužívati
Rusiju,Rùsija
migrantsku,migra
destabilizirali,destabilizírati
europsku,
sigurnost,sigúrnōst
Europljani,Európljanin
optužuju,optužívati
potpiruje,potpirívati
izdavanjem,izdav
vize,víza
poduzete,podùzēti
oporbe,òporba
predsjedničkim,
izborima,ìzbor
zemlji,zȅmlji
Opisujući,opisívati
situaciju,situácija
bjeloruskoj,
"""strašnu""","""stra"
optužio,optúžiti
pokretanje,pokre
"""opasne","""op"
spirale,spirála
"izlaza""",izl
izrazio,izráziti
uvjerenost,ùvjerenōst
spremna,
djelovati,djȅlovati
zračnih,
uključenih,uklju
prijevoz,prijévoz
"""Nitko","""Ni"
smije,smjȅti
nekažnjeno,
sudjelovati,sùdjelovati
Lukašenkovim,Lukašenk
nehumanim,
"aktivnostima""",aktivnos
izjavio,izjáviti
upozorivši,upozòriti
"""spremni","""spre"
povući,pòvūći
"posljedice""",posljedi
Poljski,pȍlje
premijer,premìjēr
krivi,
Putina,Put
ruskog,
Vladimira,vládati
stoji,stàjati
iza,
migrantske,migra
krize,
prenio,prènijēti
BBC,BBC
Mateusz,Mat
Morawiecki,Moraw
kazao,kázati
bjeloruski,
autoritarni,
bliski,
saveznik,sáveznīk
upravlja,ùpravljati
krizom,kríza
"""pokretač","""pokr"
"Moskvi""",Mos
Najmanje,
zaustavljeno,zaùstaviti
graničnom,
uvjetima,úvjet
hladnoće,hladnòća
Govoreći,govòriti
hitnoj,
sjednici,sjȅdnica
parlamenta,parlàment
posjetio,pòsjetiti
"""Ovaj","""O"
poduzeo,podùzēti
osmišljen,òsmisliti
Moskvi,Mȍskva
glavni,
um,ẉm
predsjednik,prédsjednīk
"Putin""",Put
čelnika,čȇlnīk
nastoje,nástojati
destabilizirati,destabilizírati
Europsku,
uniju,ẉnija
dopuštajući,dopúštati
ilegalnim,
putujući,
pokušaju,pòkušati
područje,pòdrūčje
EU-a,EU
Situaciju,situácija
opisao,opísati
"""novi","""n"
tip,tȉp
rata,ráta
ljudski,
"štit""",št
ustvrdio,ustvŕditi
suočava,suočávati
scenarijem,scènārīj
Europskoj,
uniji,ẉnija
izazvati kaos,izazvati
Istaknuo,istàknuti
pogranična,
brutalno,
ugrožena,ugròziti
rasporedila,rasporéditi
dodatne,
upozorila,upozòriti
moguću,
"""oružanu""","""oruž"
eskalaciju,eskalácija
strahujući,strahòvati
Bjelorusija,Bjelorùsija
pokušati,pòkušati
izazvati,izàzvati
incident,incìdent
Litva,Lȉtva
suočene,suòčiti
velikom,
broja,brȏj
ilegalnih,
proglasila,proglásiti
izvanredno,
Bljelorusijom,Bljeloru
stupiti,stúpiti
snagu,snága
ponoć,pónoć
Većinu,većìna
pokušaja,pȍkušāj
ulaska,ùlazak
bilježi,bìlježiti
posebno,
graničnog,
prijelaza,prijélaz
Kuznici,Kuz
ŠPANJOLSKI,
Ronald,Ron
Koeman,Koe
Barcelona,Barcelóna
dogovorili,dogovòriti se
visinu,visìna
otpremnine,otpremnìna
koju,
nizozemski,
klub,klẉb
uručio,urúčiti
otkaz,ȍtkāz
Katalonci,Katalónac
nude,nȕžda
Koemanu,Koe
rate,rȁt
Nizozemac,Nizozémac
onoliko,
koliko,
predviđeno,prèdvidjeti
12,12
dodatni,
ostvarene,ostváriti
bonuse,bónus
Ogroman,
iznos,ìznos
daleko,
samog,
vrha,vȑh  (I)
liste,lȋst1
otkazima,ȍtkāz
zaradili,zaráditi
ulazi,ùlaziti
Top,
jedva,
Chelsea,Che
najčešće,
devetom,
Roberto,
Di,
Matteo,Mat
najuren,najúriti
Chelseajevog,Chelseaj
menadžera,mènadžer
Stamford,Stamf
Bridgea,Bri
platio,plátiti
Godina,gȏd
izbora,ìzbor
Chelseaju,Chels
njoj,
Matteov,Mat
prethodnik,préthodnīk
Andre,
Villas-Boas,Villas-B
Milijun,
Mauricio,Mauri
Pochettino,Poche
Tottenhama,Totte
šestom,
Fabio,Fa
Capello,Cap
Ruski,
savez,sávez
isplatiti,isplátiti
Bogati,
listi,lȉsta
petom,péta
plaćenih Luisu,plaćenih
Felipeu,Fel
Scolariju,Scola
2009,20
21,21
Joseu,Jo
Mourinhu,Mouri
2007,20
Između,
dvojice,dvòjica
Laurent,Lau
Blanc,
PSG-a,PS
otkaza,otkázati
Conteu,Con
bogatstvo,bogàtstvo
Jose,Jo
Mourinho,Mouri
Manchester,
2018,20
otpustio,otpùstiti
Trener,tréner
zaradio,zaráditi
otkazom,ȍtkāz
Antonio,
Conte,
odluku,ȍdluka
njegovom,njègov
otpuštanju,otpuš
popratio,pòpratiti
milijunom,
ZAMJENICA,zȃmjenica
ravnatelja,ràvnatelj
HZJZ-a,HZJ
Ivana,
Pavić,
Šimetin,
ujutro,
cijepljene,cijépiti
zaraziti,zaráziti
procjenjuje,procjenjívati
šanse,šȁnsa
>>,>>
Deset,
vjerojatnost,vjerojátnōst
cijepljeni,cijépiti
zarazi,zaráziti
Mnogima,
značenje,znáčēnje
podatka,podátak
osobnoj,
skupnoj,
zaštiti,zaštítiti
znati,znȁti
staviti,stȁviti
kontekst,kòntekst
Necijepljeni,Necijepl
Prije,
važno,
napomenuti,napoménuti
brojni,
upozoravaju,upozorávati
SARS-CoV-2,SARS-
najvjerojatnije,
necijepljeni,necijepl
nestati,nèstati
respiratornih,
–,–
sezonskih,
prehlada,prȅhlada
postati,pòstati2
endemska,
bolest,bȍlēst
cirkulirati,cirkulírati
svijetom,svijȇt
